"AUXLR241.Code.or.Value","AUXLR241.Value.Description","AUXLR241.Count","AUXLR241.Cumulative","AUXLR241.Skip.to.Item"
"-21 to 45","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
