"LBD199LC.Code.or.Value","LBD199LC.Value.Description","LBD199LC.Count","LBD199LC.Cumulative","LBD199LC.Skip.to.Item"
"0","At or above the detection limit",243,243,NA
"1","Below lower detection limit",21,264,NA
".","Missing",0,264,NA
