"AUDTYR62.Code.or.Value","AUDTYR62.Value.Description","AUDTYR62.Count","AUDTYR62.Cumulative","AUDTYR62.Skip.to.Item"
"0 to 1.66","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
