"RHQ566.Code.or.Value","RHQ566.Value.Description","RHQ566.Count","RHQ566.Cumulative","RHQ566.Skip.to.Item"
"1","Yes",37,37,NA
"2","No",91,128,NA
"7","Refused",0,128,NA
"9","Don't know",2,130,NA
".","Missing",3735,3865,NA
