"AUXRR113.Code.or.Value","AUXRR113.Value.Description","AUXRR113.Count","AUXRR113.Cumulative","AUXRR113.Skip.to.Item"
"-36 to 47","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
