"RFXC073.Code.or.Value","RFXC073.Value.Description","RFXC073.Count","RFXC073.Cumulative","RFXC073.Skip.to.Item"
"-7.539 to 4.591","Range of Values",51064,51064,NA
".","Missing",12,51076,NA
