"TYXP212.Code.or.Value","TYXP212.Value.Description","TYXP212.Count","TYXP212.Cumulative","TYXP212.Skip.to.Item"
"-295 to 188","Range of Values",234,234,NA
".","Missing",5351,5585,NA
