"AUDTYL36.Code.or.Value","AUDTYL36.Value.Description","AUDTYL36.Count","AUDTYL36.Cumulative","AUDTYL36.Skip.to.Item"
"0 to 4","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
