"AUXRR219.Code.or.Value","AUXRR219.Value.Description","AUXRR219.Count","AUXRR219.Cumulative","AUXRR219.Skip.to.Item"
"-28 to 47","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
