"AUQ381.Code.or.Value","AUQ381.Value.Description","AUQ381.Count","AUQ381.Cumulative","AUQ381.Skip.to.Item"
"1","Always",231,231,NA
"2","Usually",159,390,NA
"3","About half the time",119,509,NA
"4","Seldom",295,804,NA
"5","Never",2951,3755,NA
"6","No noise exposure past 12 months",1011,4766,NA
"77","Refused",0,4766,NA
"99","Don't know",1,4767,NA
".","Missing",4808,9575,NA
