"AUXLR281.Code.or.Value","AUXLR281.Value.Description","AUXLR281.Count","AUXLR281.Cumulative","AUXLR281.Skip.to.Item"
"-12 to 43","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
