"AUXRR280.Code.or.Value","AUXRR280.Value.Description","AUXRR280.Count","AUXRR280.Cumulative","AUXRR280.Skip.to.Item"
"-15 to 124","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
