"KIQ360.Code.or.Value","KIQ360.Value.Description","KIQ360.Count","KIQ360.Cumulative","KIQ360.Skip.to.Item"
"1","Yes",874,874,NA
"2","No",205,1079,NA
"7","Refused",0,1079,NA
"9","Don't know",72,1151,NA
".","Missing",3729,4880,NA
