"SMQ755.Code.or.Value","SMQ755.Value.Description","SMQ755.Count","SMQ755.Cumulative","SMQ755.Skip.to.Item"
"1","Today",5,5,NA
"2","Yesterday",7,12,NA
"3","3 to 5 days ago",3,15,NA
"7","Refused",0,15,NA
"9","Don't know",0,15,NA
".","Missing",6902,6917,NA
