"AUDTYR80.Code.or.Value","AUDTYR80.Value.Description","AUDTYR80.Count","AUDTYR80.Cumulative","AUDTYR80.Skip.to.Item"
"0 to 0.59","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
