"AUXRR261.Code.or.Value","AUXRR261.Value.Description","AUXRR261.Count","AUXRR261.Cumulative","AUXRR261.Skip.to.Item"
"-9 to 37","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
