"RHQ172.Code.or.Value","RHQ172.Value.Description","RHQ172.Count","RHQ172.Cumulative","RHQ172.Skip.to.Item"
"1","Yes",417,417,""
"2","No",1708,2125,"RHQ171"
"7","Refused",0,2125,"RHQ171"
"9","Don't know",20,2145,"RHQ171"
".","Missing",1600,3745,""
