"CIQD042.Code.or.Value","CIQD042.Value.Description","CIQD042.Count","CIQD042.Cumulative","CIQD042.Skip.to.Item"
"1","Yes",31,31,NA
"2","No",78,109,NA
"7","Refuse",0,109,NA
"9","Don't know",0,109,NA
".","Missing",669,778,NA
