"AUXLR104.Code.or.Value","AUXLR104.Value.Description","AUXLR104.Count","AUXLR104.Cumulative","AUXLR104.Skip.to.Item"
"-58 to 51","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
