"AUXRR113.Code.or.Value","AUXRR113.Value.Description","AUXRR113.Count","AUXRR113.Cumulative","AUXRR113.Skip.to.Item"
"-53 to 76","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
