"TYXP110.Code.or.Value","TYXP110.Value.Description","TYXP110.Count","TYXP110.Cumulative","TYXP110.Skip.to.Item"
"-291 to 62","Range of Values",8452,8452,NA
".","Missing",17,8469,NA
