"AUXRR139.Code.or.Value","AUXRR139.Value.Description","AUXRR139.Count","AUXRR139.Cumulative","AUXRR139.Skip.to.Item"
"-43 to 49","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
