"AUDTYL06.Code.or.Value","AUDTYL06.Value.Description","AUDTYL06.Count","AUDTYL06.Cumulative","AUDTYL06.Skip.to.Item"
"0 to 1.16","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
