"AUXLR126.Code.or.Value","AUXLR126.Value.Description","AUXLR126.Count","AUXLR126.Cumulative","AUXLR126.Skip.to.Item"
"-26 to 57","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
