"AUXLR176.Code.or.Value","AUXLR176.Value.Description","AUXLR176.Count","AUXLR176.Cumulative","AUXLR176.Skip.to.Item"
"-11 to 41","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
