"TYXP192.Code.or.Value","TYXP192.Value.Description","TYXP192.Count","TYXP192.Cumulative","TYXP192.Skip.to.Item"
"-297 to 131","Range of Values",539,539,NA
".","Missing",5046,5585,NA
