"SMQ681.Code.or.Value","SMQ681.Value.Description","SMQ681.Count","SMQ681.Cumulative","SMQ681.Skip.to.Item"
"1","Yes",1133,1133,""
"2","No",4820,5953,"SMQ851"
"7","Refused",0,5953,"SMQ851"
"9","Don't know",0,5953,"SMQ851"
".","Missing",448,6401,""
