"RHQ171.Code.or.Value","RHQ171.Value.Description","RHQ171.Count","RHQ171.Cumulative","RHQ171.Skip.to.Item"
"0 to 15","Range of Values",1929,1929,NA
"77","REFUSED",0,1929,NA
"99","DON'T KNOW",1,1930,NA
".","Missing",1667,3597,NA
