"AUXLR209.Code.or.Value","AUXLR209.Value.Description","AUXLR209.Count","AUXLR209.Cumulative","AUXLR209.Skip.to.Item"
"-52 to 51","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
