"TYXP145.Code.or.Value","TYXP145.Value.Description","TYXP145.Count","TYXP145.Cumulative","TYXP145.Skip.to.Item"
"-299 to 21","Range of Values",7038,7038,NA
".","Missing",1431,8469,NA
