"KIQ044.Code.or.Value","KIQ044.Value.Description","KIQ044.Count","KIQ044.Cumulative","KIQ044.Skip.to.Item"
"1","Yes",887,887,""
"2","No",3449,4336,"KIQ046"
"7","Refused",0,4336,"KIQ046"
"9","Don't know",10,4346,"KIQ046"
".","Missing",633,4979,""
