"RHQ574.Code.or.Value","RHQ574.Value.Description","RHQ574.Count","RHQ574.Cumulative","RHQ574.Skip.to.Item"
"1","Yes",54,54,NA
"2","No",38,92,NA
"7","Refused",0,92,NA
"9","Don't know",0,92,NA
".","Missing",3425,3517,NA
