"MCQ053.Code.or.Value","MCQ053.Value.Description","MCQ053.Count","MCQ053.Cumulative","MCQ053.Skip.to.Item"
"1","Yes",215,215,NA
"2","No",9604,9819,NA
"7","Refused",0,9819,NA
"9","Don't know",3,9822,NA
".","Missing",0,9822,NA
