"AUXRR126.Code.or.Value","AUXRR126.Value.Description","AUXRR126.Count","AUXRR126.Cumulative","AUXRR126.Skip.to.Item"
"-41 to 54","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
