"RHQ330.Code.or.Value","RHQ330.Value.Description","RHQ330.Count","RHQ330.Cumulative","RHQ330.Skip.to.Item"
"15 to 81","Range of Values",312,312,NA
"777","Refused",0,312,NA
"999","Don't know",6,318,NA
".","Missing",3199,3517,NA
