"KIQ043.Code.or.Value","KIQ043.Value.Description","KIQ043.Count","KIQ043.Cumulative","KIQ043.Skip.to.Item"
"1","Every day,",271,271,NA
"2","A few times a week,",256,527,NA
"3","A few times a month, or",301,828,NA
"4","A few times a year?",351,1179,NA
"7","Refused",0,1179,NA
"9","Don't know",4,1183,NA
".","Missing",4228,5411,NA
