"AUXLR138.Code.or.Value","AUXLR138.Value.Description","AUXLR138.Count","AUXLR138.Cumulative","AUXLR138.Skip.to.Item"
"-80 to 38","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
