"AUXLR237.Code.or.Value","AUXLR237.Value.Description","AUXLR237.Count","AUXLR237.Cumulative","AUXLR237.Skip.to.Item"
"-31 to 72","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
