"DBD381.Code.or.Value","DBD381.Value.Description","DBD381.Count","DBD381.Cumulative","DBD381.Skip.to.Item"
"1 to 5","Range of Values",2112,2112,""
"0","None",471,2583,"DBQ400"
"7777","Refused",1,2584,"DBQ400"
"9999","Don't know",4,2588,"DBQ400"
".","Missing",7587,10175,""
