"AUXLR277.Code.or.Value","AUXLR277.Value.Description","AUXLR277.Count","AUXLR277.Cumulative","AUXLR277.Skip.to.Item"
"-18 to 63","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
