"AUDTYR76.Code.or.Value","AUDTYR76.Value.Description","AUDTYR76.Count","AUDTYR76.Cumulative","AUDTYR76.Skip.to.Item"
"0 to 1.81","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
