"AUXLR147.Code.or.Value","AUXLR147.Value.Description","AUXLR147.Count","AUXLR147.Cumulative","AUXLR147.Skip.to.Item"
"-73 to 66","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
