"AUDTYR18.Code.or.Value","AUDTYR18.Value.Description","AUDTYR18.Count","AUDTYR18.Cumulative","AUDTYR18.Skip.to.Item"
"0 to 4.03","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
