"PAD460.Code.or.Value","PAD460.Value.Description","PAD460.Count","PAD460.Cumulative","PAD460.Skip.to.Item"
"1 to 210","Range of Values",2635,2635,NA
"77777","Refused",0,2635,NA
"99999","Don't know",0,2635,NA
".","Missing",7459,10094,NA
