"TYXP085.Code.or.Value","TYXP085.Value.Description","TYXP085.Count","TYXP085.Cumulative","TYXP085.Skip.to.Item"
"-283 to 140","Range of Values",5579,5579,NA
".","Missing",6,5585,NA
