"RFXC065.Code.or.Value","RFXC065.Value.Description","RFXC065.Count","RFXC065.Cumulative","RFXC065.Skip.to.Item"
"-6.477 to 4.768","Range of Values",51064,51064,NA
".","Missing",12,51076,NA
