"RHQ332.Code.or.Value","RHQ332.Value.Description","RHQ332.Count","RHQ332.Cumulative","RHQ332.Skip.to.Item"
"20 to 75","Range of Values",301,301,NA
"777","Refused",0,301,NA
"999","Don't know",3,304,NA
".","Missing",3314,3618,NA
