"PAD020.Code.or.Value","PAD020.Value.Description","PAD020.Count","PAD020.Cumulative","PAD020.Skip.to.Item"
"1","Yes",2370,2370,""
"2","No",4644,7014,"PAQ100"
"3","Unable to do activity",135,7149,"PAQ100"
"7","Refused",2,7151,"PAQ100"
"9","Don't know",0,7151,"PAQ100"
".","Missing",2273,9424,""
