"AUXRR210.Code.or.Value","AUXRR210.Value.Description","AUXRR210.Count","AUXRR210.Cumulative","AUXRR210.Skip.to.Item"
"-29 to 52","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
