"AUXLR271.Code.or.Value","AUXLR271.Value.Description","AUXLR271.Count","AUXLR271.Cumulative","AUXLR271.Skip.to.Item"
"-15 to 49","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
