"CBQ785.Code.or.Value","CBQ785.Value.Description","CBQ785.Count","CBQ785.Cumulative","CBQ785.Skip.to.Item"
"1","English",1882,1882,NA
"2","Spanish",534,2416,NA
"3","English and Spanish",30,2446,NA
"4","Other",0,2446,NA
".","Missing",499,2945,NA
