"TYXP158.Code.or.Value","TYXP158.Value.Description","TYXP158.Count","TYXP158.Cumulative","TYXP158.Skip.to.Item"
"-295 to 191","Range of Values",2527,2527,NA
".","Missing",3058,5585,NA
