"TYXP218.Code.or.Value","TYXP218.Value.Description","TYXP218.Count","TYXP218.Cumulative","TYXP218.Skip.to.Item"
"-296 to -23","Range of Values",365,365,NA
".","Missing",8104,8469,NA
