"TYXP183.Code.or.Value","TYXP183.Value.Description","TYXP183.Count","TYXP183.Cumulative","TYXP183.Skip.to.Item"
"-295 to 155","Range of Values",866,866,NA
".","Missing",4719,5585,NA
