"AUDTYR36.Code.or.Value","AUDTYR36.Value.Description","AUDTYR36.Count","AUDTYR36.Cumulative","AUDTYR36.Skip.to.Item"
"0 to 2.34","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
