"AUXRR136.Code.or.Value","AUXRR136.Value.Description","AUXRR136.Count","AUXRR136.Cumulative","AUXRR136.Skip.to.Item"
"-35 to 34","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
