"AUDTYL40.Code.or.Value","AUDTYL40.Value.Description","AUDTYL40.Count","AUDTYL40.Cumulative","AUDTYL40.Skip.to.Item"
"0 to 2.38","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
