"AUDTYL72.Code.or.Value","AUDTYL72.Value.Description","AUDTYL72.Count","AUDTYL72.Cumulative","AUDTYL72.Skip.to.Item"
"0 to 0.97","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
