"AUDTYR52.Code.or.Value","AUDTYR52.Value.Description","AUDTYR52.Count","AUDTYR52.Cumulative","AUDTYR52.Skip.to.Item"
"0 to 2.97","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
