"TYXP030.Code.or.Value","TYXP030.Value.Description","TYXP030.Count","TYXP030.Cumulative","TYXP030.Skip.to.Item"
"-6 to 192","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
