"AUXRR146.Code.or.Value","AUXRR146.Value.Description","AUXRR146.Count","AUXRR146.Cumulative","AUXRR146.Skip.to.Item"
"-3 to 56","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
