"MCQ149.Code.or.Value","MCQ149.Value.Description","MCQ149.Count","MCQ149.Cumulative","MCQ149.Skip.to.Item"
"1","Yes",41,41,NA
"2","No",384,425,NA
"7","Refused",3,428,NA
"9","Don't know",0,428,NA
".","Missing",9238,9666,NA
