"RHQ330.Code.or.Value","RHQ330.Value.Description","RHQ330.Count","RHQ330.Cumulative","RHQ330.Skip.to.Item"
"8 to 80","Range of Values",376,376,NA
"777","Refused",0,376,NA
"999","Don't know",5,381,NA
".","Missing",3484,3865,NA
