"AUDTYL21.Code.or.Value","AUDTYL21.Value.Description","AUDTYL21.Count","AUDTYL21.Cumulative","AUDTYL21.Skip.to.Item"
"0 to 2.69","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
